LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_default_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHUOWJ0V0X23MIG,N160F80BDL9PTWRX,I,2000021017:54:06-480,-900
0IHV10W000X32MIG,DOPBCVWU64PJFPHE,I,2000021017:54:34-480,-900
0IHV10P000X32MIG,HHAC7PYEYZXWSJFZ,I,2000021017:55:04-480,-900
0IHV10S090X32MIG,A509F6NS4EN0HN1S,I,2000021017:55:56-480,-900
0IHVGSI000X44MIG,WYEO57TSPE4RYV7P,I,2000021018:15:02-480,-900
0IHUJA9000X22MIG,GRU7HJPMLI4CEUT9,I,2000021018:21:44-480,-900
0IHV101000X32MIG,VT32YMRHVJ8DEX39,I,2000021018:23:24-480,-900
0IHUR2J000X31MIG,UUTZ9DGMB3UO1UX1,I,2000021018:24:18-480,-900
0IHULHN000X32MIG,YH0SDJQXY4WTKKZT,I,2000021019:10:06-480,-900
0IHUXC32X0XD3MIG,O7WFMKBAGAS6EBAL,I,2000021019:41:46-480,-900
0IHV0YP000X32MIG,NQHQELXL8BOI00GK,I,2000021020:30:08-480,-900
0IHUKHQ000X23MIG,OPZYND2YJ9BKXMYN,I,2000021020:30:50-480,-900
0IHV117060X32MIG,IL7ILCHO9NL1QD12,I,2000021020:32:14-480,-900
0IHV114000X32MIG,JCBC5V6SHUX9NENX,I,2000021020:34:32-480,-900
0IHV58J000X31MIG,STWAMH4M79TKBG2C,I,2000021020:44:04-480,-900
0IHVDES000X51MIG,A871E256G006FZHE,I,2000021020:44:44-480,-900
0IHV110000X32MIG,KUATMY0WOV66Q4NP,I,2000021021:05:00-480,-900
0IHULPD000X32MIG,R6FA0IPZY33912UR,I,2000021021:05:24-480,-900
0IHV11B060X32MIG,S0POGTCO37G7STTD,I,2000021021:07:36-480,-900
0IHV3HL000X31MIG,S93A28YV6KRWE5KR,I,2000021022:17:38-480,-900
0IHUV5V2D0XD3MIG,LSRT1A1OK19CFFFO,I,2000021022:18:02-480,-900
0IHV2XS000X30MIG,K9G1L3YR1QIU8QMU,I,2000021022:19:48-480,-900
0IHUZ2G060X31MIG,EWAM7R1NKFRV1ZHN,I,2000021022:31:20-480,-900
0IHV11K000X32MIG,KATSFJVQ9TI795K0,I,2000021022:31:52-480,-900
0IHV11F000X32MIG,BEP2C2QQM7TI1CNT,I,2000021022:33:10-480,-900
0IHUWNA500XD7MIG,ODQPFOKGKDQ0OG35,I,2000021022:35:38-480,-900
0IHUPM3000X30MIG,IASHVMNNY8JTRQ66,I,2000021022:48:44-480,-900
0IHV0ZA000X32MIG,GDZALJ5TEM3CQLAM,I,2000021023:16:36-480,-900
0IHUT9E000XD1MIG,VIR447DC42MEG1PA,I,2000021100:09:22-480,-900
0IHV11X060X32MIG,BA529FQHXXJFTNLI,I,2000021100:41:02-480,-900
0IHV127000X32MIG,NOVUS9EKCTCNFA8X,I,2000021101:24:14-480,-900
0IHV12C000X32MIG,I0JYSCG1NH85FIKL,I,2000021101:24:46-480,-900
0IHV6Y0000X31MIG,VF3B5T487AFF4KOO,I,2000021101:25:14-480,-900
0IHV0HQ1N0XD2MIG,XK5PHMQG636RKBF3,I,2000021101:25:44-480,-900
0IHUYA7000XD3MIG,J3F7PAQAWC7UV3ZQ,I,2000021101:28:32-480,-900
0IHV12F000X32MIG,E13J42KADHZWU4ZH,I,2000021101:48:24-480,-900
0IHV012000X31MIG,S7UOTE7099X8BV7Y,I,2000021101:49:10-480,-900
0IHUJWTUC0X32MIG,N3DY0KVYH7U2C5ZS,I,2000021101:51:00-480,-900
0IHVE4Z000X44MIG,E61CD96PO227MOVI,I,2000021102:05:44-480,-900
0IHV12O000X32MIG,EFE4RTI65PQNU0C4,I,2000021102:06:16-480,-900
0IHV123000X32MIG,URWKVW519K1AJD0U,I,2000021102:07:28-480,-900
0IHV11U000X32MIG,FHJLGM96F4ABJWCV,I,2000021102:07:58-480,-900
0IHUQX41E0XD3MIG,OTRZ3SO48WBC6CDO,I,2000021102:39:44-480,-900
0IHV1J8000XD2MIG,CVWMFML0F8ZR15PX,I,2000021102:40:18-480,-900
0IHV12S000X32MIG,BSF55M7NHPAL48EQ,I,2000021102:41:40-480,-900
0IHUVMC000X32MIG,MZUHDM4JMXBIACER,I,2000021102:42:38-480,-900
0IHUZI2000XD1MIG,I46R21BOLNGXGD7R,I,2000021103:20:28-480,-900
0IHUJVY2F0X32MIG,C8S9S0K4I0K0X0KW,I,2000021103:22:56-480,-900
0IHUR5E000X32MIG,F23JHQFPN2GLIGGO,I,2000021103:27:40-480,-900
0IHVPJ5000X83MIG,O6Q7QNW95CQ1UXPW,I,2000021103:33:04-480,-900
0IHV13G000X32MIG,KP7ZE3B2NEJ8MZI0,I,2000021104:48:04-480,-900
0IHV12V000X32MIG,BA5K739LJXRTY77R,I,2000021105:01:34-480,-900
0IHV13C000X32MIG,MLRA5AG59SJIDGSN,I,2000021105:02:10-480,-900
0IHUIJU000XD7MIG,DUJ951TWE89X4NL2,I,2000021105:02:38-480,-900
0IHUWAC7B0XD7MIG,QKMP6ZQAKFVG0K0K,I,2000021106:03:16-480,-900
0IHV13J000X32MIG,OP5ZZGAA14305AHE,I,2000021106:17:54-480,-900
0IHUPN8000X23MIG,ESY1XVJCG0XAIY69,I,2000021106:18:26-480,-900
0IHVQBF1A0X83MIG,C1JSXY7VATRK2NO7,I,2000021106:20:56-480,-900
0IHUW9I060X32MIG,VW5FI0KXY64CBP99,I,2000021106:30:50-480,-900
0IHVHUP000X51MIG,JMCW9QKKH44JQ53F,I,2000021106:31:36-480,-900
0IHV139000X32MIG,PITTMJ29ZMI5PU08,I,2000021106:32:14-480,-900
0IHVQZY000X84MIG,ICEZ0ZYWV8G98CEE,I,2000021106:33:06-480,-900
0IHV13Q000X32MIG,F1DUKJW0M21DQGC3,I,2000021106:59:30-480,-900
0IHUP4C0V0XD3MIG,FG8M11KBBHERCHQ0,I,2000021106:59:52-480,-900
0IHUQX9000X32MIG,J1TM04URBO146RF1,I,2000021107:00:12-480,-900
0IHVN7E000X84MIG,ST7O4XE5T4FWZA5A,I,2000021107:01:46-480,-900
0IHVA9YMA0X42MIG,MRDYAMG1M0WIZFRN,I,2000021110:25:42-480,-900
0IHUQ7S060XD2MIG,SF9XLQPF1OXOV9XN,I,2000021110:28:00-480,-900
0IHV148000X32MIG,Y6SM1WZ3SLEFQYU3,I,2000021110:52:04-480,-900
0IHVMHJ000X84MIG,VLVV1EQ23E8P9GO3,I,2000021111:15:44-480,-900
0IHV143000X32MIG,WVRPJ3YZDRH6JZ2B,I,2000021111:16:24-480,-900
0IHV13X000X32MIG,FR0SA4PQ1WOHHWXI,I,2000021111:17:02-480,-900
0IHUTRK000XD1MIG,GT3W306N4UFS7Q7T,I,2000021111:17:38-480,-900
0IHVE09000X51MIG,ILQ557C9YXTXGXDG,I,2000021111:35:36-480,-900
0IHV13T060X32MIG,HS6QLA1PE7UHHMGJ,I,2000021111:36:24-480,-900
0IHURRD000X31MIG,EHS9BSGZGUEJPKVY,I,2000021111:37:02-480,-900
0IHUOCK0Q0X22MIG,IWY42D5BX10D0FD8,I,2000021111:37:48-480,-900
0IHVJFT000X78MIG,O2U4VDC9PHN18W8J,I,2000021112:08:06-480,-900
0IHUJWP000XD7MIG,PQEL5L5OFX09VDFL,I,2000021112:08:56-480,-900
0IHV14J000X32MIG,SO8A9GST4XCRD5I7,I,2000021114:11:04-480,-900
0IHV14B000X32MIG,CT2LARLC3TFGN9PD,I,2000021114:11:50-480,-900
0IHV14F000X32MIG,VSUK904D1QPBTZSA,I,2000021114:12:28-480,-900
0IHUPHG000XD1MIG,CPJC5YQ0MBJYEQ3G,I,2000021114:13:44-480,-900
0IHV14W060X32MIG,T599VA5450BJMNM9,I,2000021117:26:20-480,-900
0IHUJXELK0X32MIG,GACAJMIBQU7NRWPE,I,2000021117:26:54-480,-900
0IHV14M060X32MIG,SZWLW9YJBKLE204Z,I,2000021117:30:00-480,-900
0IHUZKV000XD2MIG,K190RVZDLIFSQO73,I,2000021117:31:26-480,-900
0IHUMXD000XD1MIG,QMJORDRSF13WPA3W,I,2000021118:00:00-480,-900
0IHV14T000X32MIG,QDM5LYD26SBFZ5Q4,I,2000021118:00:40-480,-900
0IHUL7HK10XD3MIG,PQNZS6GLLFAQHLU4,I,2000021118:08:26-480,-900
0IHV154000X32MIG,POYCGS2P1EHY8IP3,I,2000021121:17:22-480,-900
0IHV8GO000X31MIG,ACUWSECABJL1TMOB,I,2000021121:37:52-480,-900
0IHUY1N000X32MIG,T3Y12KWHS7KIPK06,I,2000021121:39:08-480,-900
0IHUOBJ3G0XD1MIG,J40R15ELRKUB16C5,I,2000021121:40:30-480,-900
0IHUWCI920XD7MIG,H376IXI7L9FQOBK4,I,2000021122:01:32-480,-900
0IHUO48000XD3MIG,G9UPOC44AIRBV4KF,I,2000021122:12:32-480,-900
0IHV14Q000X32MIG,CLJ5O3890C68E38Q,I,2000021122:12:54-480,-900
0IHV15H000X32MIG,G7LYTXZHYQ544F0S,I,2000021123:14:46-480,-900
0IHV15E000X32MIG,SOKWHBBZITYU6XSQ,I,2000021123:22:32-480,-900
0IHVEUX000X44MIG,SUCJ13PMDNVJVV80,I,2000021200:51:56-480,-900
0IHV15U000X32MIG,H8PU73ENMY6R0WKY,I,2000021202:08:42-480,-900
0IHUUCR1F0XD1MIG,EZ3NNZK6DEXUG5HS,I,2000021203:11:02-480,-900
0IHV2GT390XD1MIG,D5I44LP3C5EROS55,I,2000021203:12:28-480,-900
0IHVLZEJX0X85MIG,QH6HFRKP9LN38K92,I,2000021203:13:26-480,-900
0IHV15M000X32MIG,JSMCILV8MEMCHKUK,I,2000021203:59:08-480,-900
0IHUQRD1S0XD2MIG,E3X41D4GZR0XBWRX,I,2000021204:00:46-480,-900
0IHV0QX000X30MIG,SDADEO31A8XHLXSU,I,2000021204:02:08-480,-900
0IHV15Q000X32MIG,U4RFTVK9N1DBUZOU,I,2000021204:03:54-480,-900
0IHUXO4000X32MIG,N6MEH4V2C7KWVVHQ,I,2000021205:52:36-480,-900
0IHV166000X32MIG,UIXHJI06IHI04962,I,2000021206:01:14-480,-900
0IHULE5NQ0XD3MIG,ELI2IYR7K0FBGFB2,I,2000021206:11:28-480,-900
0IHUYHG000XD2MIG,RQORZ282CUB9ZZWP,I,2000021206:12:08-480,-900
0IHV163000X32MIG,OD7DMHZUUQR52KPH,I,2000021206:13:02-480,-900
0IHUXL1000XD7MIG,ZRZKMRTXB1X15JA0,I,2000021206:13:40-480,-900
0IHUXAR2C0XD3MIG,SFRRBXKL7T73N27R,I,2000021206:39:44-480,-900
0IHV169090X32MIG,UN5P4UL90IQQYT2R,I,2000021206:55:20-480,-900
0IHUJZX1C0XD2MIG,C9A67JCTSFRD9FJK,I,2000021211:00:46-480,-900
0IHUYWD000XD7MIG,WM1T18J0T0HGUC0K,I,2000021211:02:34-480,-900
0IHVONC1A0X83MIG,MQV2E7ZFVYAVB8G5,I,2000021211:03:06-480,-900
0IHV16H000X32MIG,FR24D5XKX16K3LP2,I,2000021211:45:30-480,-900
0IHUKVC1C0XD1MIG,WK23EBGJLCYW34PF,I,2000021211:46:10-480,-900
0IHV16R000X32MIG,G63YJKAGB3CZ7RIJ,I,2000021211:46:50-480,-900
0IHV16K060X32MIG,HRTAR8A6WJYDM937,I,2000021211:48:48-480,-900
0IHUNDJ000X32MIG,UIKS0R4JFFI54FGZ,I,2000021213:25:56-480,-900
0IHV16U000X32MIG,E48YIA91L3E17B5N,I,2000021213:26:40-480,-900
0IHUZ2G0Y0XD1MIG,AB6WR4J9UODJWSEN,I,2000021214:09:50-480,-900
0IHV174000X32MIG,NXSOSY7N99JWUJJY,I,2000021214:10:30-480,-900
0IHV16X000X32MIG,MO0I0IQFVZWRNC9L,I,2000021214:12:00-480,-900
0IHUXTC000XD7MIG,SLXSFA8Z2DBKF6IO,I,2000021215:26:16-480,-900
0IHUV7W170XD3MIG,THWBB8P8CR95FIJY,I,2000021216:35:10-480,-900
0IHV170060X32MIG,NIZISY3VCY246Z91,I,2000021218:12:00-480,-900
0IHUZI3000XD3MIG,VA0BN4WFAD6IPX6Z,I,2000021218:56:40-480,-900
0IHV177090X32MIG,ATAC4CU2JW5YFDNL,I,2000021219:56:28-480,-900
0IHUKX10A0X22MIG,RPTYMW72FZNQ161N,I,2000021219:57:44-480,-900
0IHUM8O000XD1MIG,P48HAZQ8DFTCIW6X,I,2000021219:59:18-480,-900
0IHUV2L090XD2MIG,EPDP76FCY71HZCGN,I,2000021220:24:12-480,-900
0IHUM0L000XD1MIG,FHBPM82M6VHP4LYG,I,2000021220:24:52-480,-900
0IHV17B000X32MIG,OFEZQL7184JWC7KL,I,2000021220:25:58-480,-900
0IHUQ1C000XD3MIG,OBA90MUAS15IZZ5Q,I,2000021220:27:18-480,-900
0IHUR8H000X23MIG,T90809J2FUIME8NZ,I,2000021304:39:00-480,-900
0IHUYY40V0XD1MIG,OEIO98MQ10HQLAP8,I,2000021304:39:26-480,-900
0IHV17Q000X32MIG,SDLWSVVH9AWC0DFS,I,2000021304:40:54-480,-900
0IHV17M000X32MIG,IEAE05NM402SHE1H,I,2000021304:55:26-480,-900
0IHV17J000X32MIG,XYB8UIG85QBW7CND,I,2000021304:55:52-480,-900
0IHUW3BLA0XD7MIG,LCXJTQ8415JZ40IX,I,2000021304:57:08-480,-900
0IHUM1E1C0XD7MIG,B413QUP27WIG9W0O,I,2000021305:54:22-480,-900
0IHULBZ990XD3MIG,YNUZLHTMHGWW9EUW,I,2000021306:24:18-480,-900
0IHV17U000X32MIG,ZCNH97M8OK978Y17,I,2000021306:25:14-480,-900
0IHUU3A000XD3MIG,T3AVUTA3Q0UDKN7A,I,2000021306:25:44-480,-900
0IHUZAL1A0XD1MIG,HPM2YTWPF4DHZ8ML,I,2000021306:26:56-480,-900
0IHV17X000X32MIG,YDVUA6BOI1395888,I,2000021309:01:50-480,-900
0IHUJVHL00X32MIG,MT9ZK5ZNGS50AQ5X,I,2000021310:22:18-480,-900
0IHUV6K090XD3MIG,LNH4YZZUTKWAMJH4,I,2000021310:23:00-480,-900
0IHV180060X32MIG,PKR6DKDUSH6YMI5V,I,2000021310:23:38-480,-900
0IHUPTN060XD2MIG,J82G2O2HQMBH2Y0E,I,2000021310:24:32-480,-900
0IHUJUHET0X23MIG,CT9G1B09M0ZN148T,I,2000021310:53:08-480,-900
0IHVOMC0A0X85MIG,SXUOKMCYPTIKF38O,I,2000021310:54:24-480,-900
0IHUY32000XD7MIG,GJ8LECA2VNLV9FW2,I,2000021310:58:50-480,-900
0IHV1F8000XD2MIG,SCNFPHBC72AH34XK,I,2000021312:32:08-480,-900
0IHV184000X32MIG,SNJ9IMLNHX3Q8JPY,I,2000021312:32:44-480,-900
0IHV187060X32MIG,FWW5GATGBWUYPZX8,I,2000021312:33:28-480,-900
0IHUO3L000XD2MIG,IB617PSNYV99Q5TM,I,2000021313:19:16-480,-900
0IHUN7D000X22MIG,NXD6L8X4XMY35V23,I,2000021316:16:08-480,-900
0IHUKRN000X22MIG,E9HKKMZ6QY7RDZ2C,I,2000021317:38:08-480,-900
0IHV18B000X32MIG,QWJJ43GFXNVQWPM1,I,2000021317:39:28-480,-900
0IHUWHC3J0XD3MIG,DOPUE83X7RY07BF2,I,2000021320:08:08-480,-900
0IHV18O000X32MIG,IB4B9SWP00C9HF8J,I,2000021320:18:14-480,-900
0IHV18V000X32MIG,WHHCJ7MYN9L4VPGK,I,2000021320:20:00-480,-900
0IHV40I000X31MIG,YWMQDL3A8JDJW7XO,I,2000021320:22:00-480,-900
0IHUNCX000XD1MIG,HE1S97UKH0O4DRMG,I,2000021320:23:16-480,-900
0IHV190000X32MIG,C42KZ483BWD1I8LR,I,2000021321:42:56-480,-900
0IHULAC000XD7MIG,TRYY6TL2YN6AJDXI,I,2000021321:43:36-480,-900
0IHVM4MI00X85MIG,BWSOJP8RXRJE7MDK,I,2000021321:44:22-480,-900
0IHURE1000XD1MIG,VZQ89TI95RBH75LJ,I,2000021400:25:06-480,-900
0IHV198000X32MIG,WHE4PSXYT0AJVH95,I,2000021400:25:38-480,-900
0IHUILF220X22MIG,MHY9Z6M46DCNYNTZ,I,2000021400:26:12-480,-900
0IHUOAS000X32MIG,WZK7L0YS3ITBG5X0,I,2000021400:26:40-480,-900
0IHV195000X32MIG,DWEAI57QQFLH2DUQ,I,2000021400:39:12-480,-900
0IHUWDTHG0XD7MIG,O3EPOPJ50L9M4RYJ,I,2000021400:40:12-480,-900
0IHV19R000X32MIG,R0RTO5TBCJ7QPDQW,I,2000021400:41:54-480,-900
0IHV19Z060X32MIG,GOCA14WUE6S4U17H,I,2000021402:13:32-480,-900
0IHUXRX000X32MIG,XA74KE6ZW8O9Z7JE,I,2000021402:14:00-480,-900
0IHV19W000X32MIG,U6R7O0I2BR0IRX8Z,I,2000021402:14:36-480,-900
0IHULMI0V0XD3MIG,IG8ZAKCRYNYXITTB,I,2000021402:15:40-480,-900
0IHVNXM3X0X83MIG,VH2BX5KLJ2OA1RQZ,I,2000021402:27:14-480,-900
0IHUN3Q000X30MIG,COTC6WUQ6EDJ4TIR,I,2000021402:29:24-480,-900
0IHV1AZ000X32MIG,V2EM1J24K7CAEL7F,I,2000021405:19:00-480,-900
0IHV1AX000X32MIG,K239D1GCXZ7X86K7,I,2000021405:19:30-480,-900
0IHUKBM1F0XD2MIG,F8D1BEX6S812H9LI,I,2000021405:19:58-480,-900
0IHUUQE090XD3MIG,IOKHYRF92LMQ68ME,I,2000021405:20:30-480,-900
0IHV0U71N0XD3MIG,SR5AJVNN6J2SREFX,I,2000021405:36:06-480,-900
0IHULFS000XD3MIG,M460H72Q5LXY3GDS,I,2000021405:36:40-480,-900
0IHUSD8190XD2MIG,J75J9TENBRN2U06U,I,2000021405:37:06-480,-900
0IHUVP0000XD3MIG,H9WVNBD23X891XFP,I,2000021405:37:48-480,-900
0IHUN32000X23MIG,RTPJQDPAXG43GJ1F,I,2000021405:47:46-480,-900
0IHV14L000XD3MIG,YNFSYTWH6RVGQ3IL,I,2000021405:48:18-480,-900
0IHUJKC340XD7MIG,HNAF0PHX62QZS08F,I,2000021405:48:40-480,-900
0IHV1AF000X32MIG,FYY2KOWN4U7MXU19,I,2000021405:49:28-480,-900
0IHUWBO7G0XD7MIG,S76X6NH79MB7Y2JR,I,2000021406:03:06-480,-900
0IHUL7D000X32MIG,J7O6STF1PRVBV3C4,I,2000021406:03:50-480,-900
0IHULCV3O0XD3MIG,G5O7HMKWBBMURHML,I,2000021406:04:12-480,-900
0IHV1AA000X32MIG,CT4LB68PJ8V7JP8A,I,2000021406:05:10-480,-900
0IHV1A2060X32MIG,TB10EIDHIXOKQ523,I,2000021406:16:10-480,-900
0IHUZB1000X30MIG,OFYHU8PO0XQHNVQS,I,2000021406:17:14-480,-900
0IHUVEN0D0XD3MIG,W5RUVX05ZROQP84T,I,2000021406:17:40-480,-900
0IHV1B4000X32MIG,DWK482MZ02P2MAE9,I,2000021406:53:26-480,-900
0IHV1AK000X32MIG,HANF47L70WXS7P8X,I,2000021406:54:32-480,-900
0IHVKN7690X84MIG,V32BHAJ5ESGDO6B0,I,2000021406:56:30-480,-900
0IHUXN3360XD7MIG,FXB4J1I1ZV6EOOTK,I,2000021406:56:56-480,-900
0IHUTK11V0XD1MIG,DY8TZ8GNNNOX4GF7,I,2000021410:56:04-480,-900
0IHV1B7000X32MIG,ADV8XTWM17CIJK66,I,2000021411:05:30-480,-900
0IHV16C060X32MIG,BV3JWI98MBRRQU8T,I,2000021411:06:24-480,-900
0IHV1BN060X32MIG,CRWZP2XB9O6U4I3K,I,2000021411:07:10-480,-900
0IHV1BS000X32MIG,JT6N7IJKBD3CM2PZ,I,2000021411:07:46-480,-900
0IHV1BK000X32MIG,HEHD3X727MB5KWWX,I,2000021411:43:00-480,-900
0IHUW9CZM0XD7MIG,ECPNONDZAGN19V3F,I,2000021411:43:50-480,-900
0IHVBNLR30X51MIG,TD66J5P1CUMCYW21,I,2000021411:44:34-480,-900
0IHV1BB000X32MIG,MP0QW13DK4R9AYLJ,I,2000021411:45:58-480,-900
0IHV1C5090X32MIG,J3B7MDZ76NODYP8X,I,2000021411:46:54-480,-900
0IHUO48090XD7MIG,TRKTEL1B02O5PI7U,I,2000021412:07:16-480,-900
0IHV1BG000X32MIG,NL9VZ4AXVTBICV2K,I,2000021412:08:58-480,-900
0IHULCDFL0XD3MIG,VQNUE6KG2KPV2Q5P,I,2000021412:10:34-480,-900
0IHUL7ILM0XD3MIG,D93IMRPDJWE7KF86,I,2000021412:11:50-480,-900
0IHV1CK000X32MIG,O6RRSGJCUCU16XV2,I,2000021413:35:36-480,-900
0IHV1CF000X32MIG,AYLL8KW98P927WFB,I,2000021413:36:54-480,-900
0IHUJ0J170XD7MIG,G40B9RYG5ENUWO6N,I,2000021414:08:32-480,-900
0IHV1C2000X32MIG,RGVN35R8C3SPOAHN,I,2000021414:18:28-480,-900
0IHV1C9000X32MIG,MV0VORIQIO5EOLHV,I,2000021414:19:20-480,-900
0IHV1BX000X32MIG,W7AWDLQZIQ0ZZXOB,I,2000021414:20:32-480,-900
0IHUXVT0R0XD3MIG,VFXY1DPOX8NEEJSF,I,2000021417:19:50-480,-900
0IHVP1N090X84MIG,WG5WMP6OAACO5AW6,I,2000021417:22:08-480,-900
0IHUYLY1C0XD3MIG,V46F4GXMI9DX3IC9,I,2000021417:25:16-480,-900
0IHVCTM000X51MIG,K63LI4HMARF72Y3R,I,2000021418:52:16-480,-900
0IHV7UZ000X31MIG,RT82HQN1PZL8EU7Y,I,2000021419:16:06-480,-900
0IHUTNX000X32MIG,FY59XUI2J71K3WRG,I,2000021421:16:24-480,-900
0IHUK8K160X22MIG,NU3SKI7SS7PBJFFV,I,2000021421:17:02-480,-900
0IHUTMV210XD3MIG,SFN985BTK3KGAZVP,I,2000021421:17:32-480,-900
0IHUZHP2X0XD2MIG,MRRAHJC7XSAD50SR,I,2000021421:18:02-480,-900
0IHULPW000X32MIG,YYTNW97Z6X7847C8,I,2000021421:40:36-480,-900
0IHV1CS000X32MIG,OARIOM951RFUMB06,I,2000021421:42:00-480,-900
0IHUO63000X31MIG,SPZAQQTOMGB30097,I,2000021421:46:38-480,-900
0IHVNKI000X85MIG,DFGA62IUNF9RTZHL,I,2000021422:11:44-480,-900
0IHV1CW000X32MIG,IUUZB1Q915U6M7YL,I,2000021422:12:58-480,-900
0IHUVBG000XD3MIG,QKG0M80LMRE3UVRB,I,2000021422:14:36-480,-900
0IHV1D5000X32MIG,AZ574LUA5YPU27BN,I,2000021422:40:12-480,-900
0IHV1DD000X32MIG,ZF3001A0IYQ0HK4B,I,2000021423:18:18-480,-900
0IHV1D2000X32MIG,IN2L1L859QRPBBL4,I,2000021501:05:20-480,-900
0IHV1CO000X32MIG,D8JZFKC7VUEC17AR,I,2000021501:06:54-480,-900
0IHUQL83O0XD2MIG,KSSTVIA7KM5AJWZJ,I,2000021501:21:28-480,-900
0IHUP2E2X0XD3MIG,YUATCWTSHHW31UHI,I,2000021501:34:18-480,-900
0IHUU5B000X32MIG,OT2JX8HU9EKUAZMT,I,2000021501:34:50-480,-900
0IHUJUMVP0XD2MIG,WUFP8VBXSCN3QU7G,I,2000021501:35:30-480,-900
0IHV5EQ000X31MIG,Z7UVX82H6OY7X7MX,I,2000021502:21:32-480,-900
0IHUY5Y3G0XD3MIG,DJ6GGD7DW3MHFHVF,I,2000021502:21:56-480,-900
0IHUYZS090XD7MIG,UPKXH2EW56P5IXDE,I,2000021502:22:22-480,-900
0IHUJSS000X30MIG,T1FAJ5HAFTPNLC4D,I,2000021503:02:56-480,-900
0IHUI60000XD7MIG,NQKUS46IWL6PYWDF,I,2000021503:09:56-480,-900
0IHUL29000XD2MIG,ZXBB35468XPCXAZB,I,2000021503:14:00-480,-900
0IHUP8B090X23MIG,AZJNKQFOGTF0K7ET,I,2000021503:14:30-480,-900
0IHUJY0000XD7MIG,B34O61O3QO8R7DD3,I,2000021503:15:10-480,-900
0IHUYAQ090XD3MIG,K5DEA1NCBCSXPO8P,I,2000021503:15:40-480,-900
0IHVNIH2D0X85MIG,GQ4C7RW3A5NUR1FN,I,2000021503:35:38-480,-900
0IHUV4P5E0XD3MIG,YH8ZQ9R0S62A9E2C,I,2000021503:36:08-480,-900
0IHV1DG000X32MIG,EU533E1F0VRS6IDA,I,2000021503:37:08-480,-900
0IHUV3O190XD1MIG,H92S5AS7BWSUJMON,I,2000021503:37:30-480,-900
0IHV1DJ000X32MIG,TJHU0YLEHAFQJSRC,I,2000021504:31:00-480,-900
0IHUZC7240XD3MIG,EFDK19T2HK6TBFY9,I,2000021504:31:56-480,-900
0IHUR111J0XD1MIG,AU6VGJI8SA3UEV1P,I,2000021504:32:56-480,-900
0IHUOAW000XD1MIG,FVX4O1U3HT0ZDD5U,I,2000021505:27:10-480,-900
0IHV0BZ2R0XD1MIG,EEC4MMWPPK7UNSKY,I,2000021505:27:56-480,-900
0IHUT722J0XD2MIG,PNWYUER8OFISX0OA,I,2000021505:30:40-480,-900
0IHUJ2E000X31MIG,EFX5N2LU5E0XBIR6,I,2000021505:31:28-480,-900
0IHUL9CKD0XD3MIG,FP4OH11OGIH1K5Z2,I,2000021505:41:00-480,-900
0IHV1DS000X32MIG,TTJK93Z52AL8996X,I,2000021505:41:30-480,-900
0IHV3870U0X30MIG,FWGHNGB47VW51VIG,I,2000021505:42:16-480,-900
0IHV1DN000X32MIG,SLPFETHWE4IXTU24,I,2000021505:45:40-480,-900
0IHUV3Q3J0XD3MIG,NC0HB5LBK5RG5YII,I,2000021505:46:45-480,-900
0IHV1DY000X32MIG,EM051P3NWQCQCGY1,I,2000021506:08:36-480,-900
0IHULWQ0L0X22MIG,XYOP9374N4BVUQUS,I,2000021506:09:06-480,-900
0IHVOMV000X85MIG,FW6A3EUSPAL2C322,I,2000021506:09:42-480,-900
0IHUNDW2F0XD3MIG,KS9GIR6MP43WY8A8,I,2000021506:10:14-480,-900
0IHUJX1PV0X32MIG,ZBLQQCOHBZFTZJYA,I,2000021506:18:05-480,-900
0IHUYMK000X30MIG,TCY61WDMGIJT8BQ8,I,2000021506:20:52-480,-900
0IHVM4EUE0X85MIG,Z402ONN5O5T0K832,I,2000021506:21:34-480,-900
0IHUL510X0XD7MIG,OEJJ2Y0Q757EGZFZ,I,2000021506:22:02-480,-900
0IHUS9J1K0XD2MIG,GY05WKY4Z9OQGRZO,I,2000021506:22:36-480,-900
0IHUO8J000XD3MIG,I4P0PXR9F9B9VK0M,I,2000021511:24:36-480,-900
0IHV0EV1C0XD2MIG,QTBBB5MVXU6ZXJO2,I,2000021511:25:08-480,-900
0IHUVBE2I0XD3MIG,Q4ZO21BR5BOSKNHR,I,2000021511:25:46-480,-900
0IHVLPA000X84MIG,N13P3GEXGW1VDCY0,I,2000021511:26:26-480,-900
0IHULJA110X22MIG,YL1Z2B3CY1PMZJIC,I,2000021511:40:14-480,-900
0IHV37D320XD2MIG,UZJLYTYAAZGN4F74,I,2000021511:40:50-480,-900
0IHUYQ22J0XD3MIG,EJ7TCEJLHTQJG8KK,I,2000021511:41:36-480,-900
0IHUL7FV30XD3MIG,E6SX36EIM446GAL8,I,2000021511:44:56-480,-900
0IHV1E8000X32MIG,MZDN8MBDUY8KGU2R,I,2000021512:03:06-480,-900
0IHV1EL060X32MIG,L6097XM151FGRVJ7,I,2000021512:03:44-480,-900
0IHV1E3000X32MIG,NGC3FWWWATYN160E,I,2000021512:04:14-480,-900
